product_name,yearID,monthID,AVG(price)
"Advanced Biofuel RIN",2011,1,0.7775000000000001
"Advanced Biofuel RIN",2011,2,0.7906578947368418
"Advanced Biofuel RIN",2011,3,0.7008695652173913
"Advanced Biofuel RIN",2011,4,0.49799999999999994
"Advanced Biofuel RIN",2011,5,0.6450000000000001
"Advanced Biofuel RIN",2011,6,0.645
"Advanced Biofuel RIN",2011,7,0.7495
"Advanced Biofuel RIN",2011,8,0.9330434782608696
"Advanced Biofuel RIN",2011,9,1.0261904761904765
"Advanced Biofuel RIN",2011,10,0.7476190476190477
"Advanced Biofuel RIN",2011,11,0.6000000000000001
"Advanced Biofuel RIN",2011,12,0.6690476190476192
"Advanced Biofuel RIN",2012,1,0.7619999999999999
"Advanced Biofuel RIN",2012,2,0.7009999999999998
"Advanced Biofuel RIN",2012,3,0.7363636363636363
"Advanced Biofuel RIN",2012,4,0.74675
"Advanced Biofuel RIN",2012,5,0.7918181818181819
"Advanced Biofuel RIN",2012,6,0.8220238095238095
"Advanced Biofuel RIN",2012,7,0.6502380952380953
"Advanced Biofuel RIN",2012,8,0.4318478260869565
"Advanced Biofuel RIN",2012,9,0.4177631578947368
"Advanced Biofuel RIN",2012,10,0.3975
"Advanced Biofuel RIN",2012,11,0.4645
"Advanced Biofuel RIN",2012,12,0.50125
"Advanced Biofuel RIN",2013,1,0.4297619047619048
"Advanced Biofuel RIN",2013,2,0.5544736842105262
"Advanced Biofuel RIN",2013,3,0.8270000000000002
"Advanced Biofuel RIN",2013,4,0.8086363636363636
"Advanced Biofuel RIN",2013,5,0.9352272727272727
"Advanced Biofuel RIN",2013,6,1.0366875
"Advanced Biofuel RIN",2013,7,1.205340909090909
"Advanced Biofuel RIN",2013,8,0.86875
"Advanced Biofuel RIN",2013,9,0.6692500000000001
"Advanced Biofuel RIN",2013,10,0.4514130434782607
"Advanced Biofuel RIN",2013,11,0.2821052631578947
"Advanced Biofuel RIN",2013,12,0.326547619047619
"Advanced Biofuel RIN",2014,1,0.44948529411764715
"Advanced Biofuel RIN",2014,2,0.5768421052631578
"Advanced Biofuel RIN",2014,3,0.6198809523809524
"Advanced Biofuel RIN",2014,4,0.5272619047619047
"Advanced Biofuel RIN",2014,5,0.511847619047619
"Advanced Biofuel RIN",2014,6,0.5407761904761904
"Advanced Biofuel RIN",2014,7,0.5378409090909091
"Advanced Biofuel RIN",2014,8,0.5364285714285714
"Advanced Biofuel RIN",2014,9,0.49018095238095233
"Advanced Biofuel RIN",2014,10,0.5132608695652173
"Advanced Biofuel RIN",2014,11,0.5272222222222223
"Advanced Biofuel RIN",2014,12,0.655681818181818
"Advanced Biofuel RIN",2015,1,0.8583749999999999
"Advanced Biofuel RIN",2015,2,0.820657894736842
"Advanced Biofuel RIN",2015,3,0.7776136363636362
"Advanced Biofuel RIN",2015,4,0.7871428571428571
"Advanced Biofuel RIN",2015,5,0.8246249999999999
"Advanced Biofuel RIN",2015,6,0.7945454545454546
"Advanced Biofuel RIN",2015,7,0.7172727272727273
"Advanced Biofuel RIN",2015,8,0.6064285714285713
"Advanced Biofuel RIN",2015,9,0.4392857142857143
"Advanced Biofuel RIN",2015,10,0.5014772727272727
"Advanced Biofuel RIN",2015,11,0.6060526315789474
"Advanced Biofuel RIN",2015,12,0.7503409090909091
"Advanced Biofuel RIN",2016,1,0.7148736842105263
"Advanced Biofuel RIN",2016,2,0.76594
"Advanced Biofuel RIN",2016,3,0.7565954545454545
"Advanced Biofuel RIN",2016,4,0.7877476190476193
"Advanced Biofuel RIN",2016,5,0.780190476190476
"Advanced Biofuel RIN",2016,6,0.8542863636363638
"Advanced Biofuel RIN",2016,7,0.9783799999999999
"Advanced Biofuel RIN",2016,8,0.9629999999999999
"Biodiesel RIN ",2010,1,0.016118421052631587
"Biodiesel RIN ",2010,2,0.054078947368421046
"Biodiesel RIN ",2010,3,0.06620652173913044
"Biodiesel RIN ",2010,4,0.040809523809523816
"Biodiesel RIN ",2010,5,0.037625
"Biodiesel RIN ",2010,6,0.04095454545454545
"Biodiesel RIN ",2010,7,0.02927380952380953
"Biodiesel RIN ",2010,8,0.011181818181818185
"Biodiesel RIN ",2010,9,0.01955952380952381
"Biodiesel RIN ",2010,10,0.01747619047619047
"Biodiesel RIN ",2010,11,0.016975000000000004
"Biodiesel RIN ",2010,12,0.010693181818181822
"Biodiesel RIN ",2011,1,0.009625000000000002
"Biodiesel RIN ",2011,2,0.006013157894736844
"Biodiesel RIN ",2011,3,1.0911956521739132
"Biodiesel RIN ",2011,4,1.25175
"Biodiesel RIN ",2011,5,1.2552380952380953
"Biodiesel RIN ",2011,6,1.3365909090909092
"Biodiesel RIN ",2011,7,1.3185000000000004
"Biodiesel RIN ",2011,8,1.5106521739130434
"Biodiesel RIN ",2011,9,1.749047619047619
"Biodiesel RIN ",2011,10,1.238333333333333
"Biodiesel RIN ",2011,11,1.31225
"Biodiesel RIN ",2011,12,1.3380952380952376
"Biodiesel RIN ",2012,1,1.5050000000000001
"Biodiesel RIN ",2012,2,1.42875
"Biodiesel RIN ",2012,3,1.4285795454545456
"Biodiesel RIN ",2012,4,1.4388125000000003
"Biodiesel RIN ",2012,5,1.3634659090909094
"Biodiesel RIN ",2012,6,1.1704761904761907
"Biodiesel RIN ",2012,7,1.210059523809524
"Biodiesel RIN ",2012,8,1.028858695652174
"Biodiesel RIN ",2012,9,0.9315789473684212
"Biodiesel RIN ",2012,10,0.5475543478260869
"Biodiesel RIN ",2012,11,0.539375
"Biodiesel RIN ",2012,12,0.5893749999999999
"Biodiesel RIN ",2013,1,0.4933333333333333
"Biodiesel RIN ",2013,2,0.5736842105263159
"Biodiesel RIN ",2013,3,0.8515
"Biodiesel RIN ",2013,4,0.8418181818181818
"Biodiesel RIN ",2013,5,0.9590909090909091
"Biodiesel RIN ",2013,6,1.0346875
"Biodiesel RIN ",2013,7,1.2025000000000001
"Biodiesel RIN ",2013,8,0.8972727272727272
"Biodiesel RIN ",2013,9,0.7249999999999999
"Biodiesel RIN ",2013,10,0.5164130434782609
"Biodiesel RIN ",2013,11,0.29592105263157903
"Biodiesel RIN ",2013,12,0.3278571428571428
"Biodiesel RIN ",2014,1,0.4547058823529412
"Biodiesel RIN",2014,2,0.5810526315789474
"Biodiesel RIN",2014,3,0.653452380952381
"Biodiesel RIN",2014,4,0.5865476190476192
"Biodiesel RIN",2014,5,0.5599999999999999
"Biodiesel RIN",2014,6,0.5590476190476191
"Biodiesel RIN",2014,7,0.55125
"Biodiesel RIN",2014,8,0.5458952380952381
"Biodiesel RIN",2014,9,0.502747619047619
"Biodiesel RIN",2014,10,0.5217521739130436
"Biodiesel RIN",2014,11,0.5393111111111111
"Biodiesel RIN",2014,12,0.6682954545454546
"Biodiesel RIN",2015,1,0.9597499999999999
"Biodiesel RIN",2015,2,0.8686894736842105
"Biodiesel RIN",2015,3,0.8122727272727274
"Biodiesel RIN",2015,4,0.8314904761904761
"Biodiesel RIN",2015,5,0.8637549999999999
"Biodiesel RIN",2015,6,0.8803409090909089
"Biodiesel RIN",2015,7,0.7602272727272728
"Biodiesel RIN",2015,8,0.6366666666666667
"Biodiesel RIN",2015,9,0.4524428571428571
"Biodiesel RIN",2015,10,0.5151181818181817
"Biodiesel RIN",2015,11,0.6228947368421053
