Years,="Run 16: Global Inputs.partial investment flag",="Run 16: Global Inputs.multiplier for maturity all factors",="Run 16: Global Inputs.Initial Indices of PC Maturity[HTL]","Run 16: Global Inputs.State of the Industry Multipliers[HTL, PSuccess]","Run 16: Global Inputs.State of the Industry Multipliers[HTL, ProcessYield]","Run 16: Global Inputs.State of the Industry Multipliers[HTL, InputCap]","Run 16: Global Inputs.State of the Industry Multipliers[HTL, CapitalCost]","Run 16: Global Inputs.State of the Industry Multipliers[HTL, Risk]","Run 16: Global Inputs.State of the Industry Multipliers[HTL, DebtFrac]",="Run 16: Global Inputs.scenario input unit price[HTL]",="Run 16: Global Inputs.Cumulative PC Experience[HTL]",="Run 16: Global Inputs.PC Maturity[HTL]","Run 16: Global Inputs.PC Multipliers[HTL, ProcessYield]","Run 16: Global Inputs.PC Multipliers[HTL, PSuccess]","Run 16: Global Inputs.PC Multipliers[HTL, InputCap]","Run 16: Global Inputs.PC Multipliers[HTL, CapitalCost]","Run 16: Global Inputs.PC Multipliers[HTL, Risk]","Run 16: Global Inputs.PC Multipliers[HTL, DebtFrac]",="Run 16: Global Inputs.Cumulative Comm Experience[HTL]",="Run 16: Global Inputs.Commercial Maturity[HTL]"
2025,1,1,0,1.71675883762,0.524861743574,0.8,1.57513825643,4.88434721379,0.283241162382,2.2119281966,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,389583,0
2026,1,1,0,1.71675883762,0.524861743574,0.8,1.57513825643,4.88434721379,0.283241162382,2.239992052,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,389583,0
2027,1,1,0,1.71675883762,0.524861743574,0.8,1.57513825643,4.88434721379,0.283241162382,2.2768625639,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,389583,0
2028,1,1,0,1.71675883762,0.524861743574,0.8,1.57513825643,4.88434721379,0.283241162382,2.3135631485,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,389583,0
2029,1,1,0,1.71675883762,0.524861743574,0.8,1.57513825643,4.88434721379,0.283241162382,2.3576013537,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,389583,0
2030,1,1,0,1.71229865174,0.527818393465,0.801244542973,1.57155933505,4.86017602865,0.287701348256,2.3831564882,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,395235.101114,0.00622271486488
2031,1,1,0,1.69510927133,0.539213205514,0.806040962497,1.55776631324,4.76702123457,0.30489072867,2.4273124885,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,418154.394739,0.0302048124861
2032,1,1,0,1.66779995818,0.557316504352,0.813661186124,1.53585290259,4.6190232625,0.332200041817,2.4544462495,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,458633.922132,0.0683059306208
2033,1,1,0,1.6391972137,0.576277216697,0.821642320915,1.51290162285,4.46401576906,0.360802786295,2.4883985956,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,507332.695185,0.108211604576
2034,1,1,0,1.61354555527,0.593281658948,0.828800002714,1.49231833969,4.32500116229,0.386454444728,2.5221871476,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,557577.316857,0.144000013572
2035,1,1,0,1.59042755361,0.608606544285,0.835250708432,1.4737681015,4.19971725838,0.409572446387,2.5529099873,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,609211.535774,0.17625354216
2036,1,1,0,1.56949344045,0.622483733523,0.841092035267,1.45697024884,4.0862685503,0.43050655955,2.5669338181,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,662100.961059,0.205460176336
2037,1,1,0,1.5472033978,0.63725976619,0.847311712369,1.43908437763,3.9654716232,0.452796602197,2.6309411576,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,725946.940261,0.236558561843
2038,1,1,0,1.52601660895,0.651304453727,0.853223544281,1.42208377413,3.85065358411,0.473983391047,2.6620968452,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,795147.068406,0.266117721407
2039,1,1,0,1.50627913636,0.664388391897,0.858730967855,1.40624612418,3.74368985704,0.493720863641,2.6845767717,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,868454.096232,0.293654839274
2040,1,1,0,1.48266153498,0.680044461065,0.86532107882,1.38729499952,3.61569846122,0.517338465016,2.7128575756,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,969538.823441,0.326605394099
